sample_id,video_path,gloss_path,text_path,signer_id
25October_2010_Monday_tagesschau-23,25October_2010_Monday_tagesschau-23.mp4,gloss_tokens/25October_2010_Monday_tagesschau-23.npy,text_tokens/25October_2010_Monday_tagesschau-23.npy,1
05May_2011_Thursday_tagesschau-26,05May_2011_Thursday_tagesschau-26.mp4,gloss_tokens/05May_2011_Thursday_tagesschau-26.npy,text_tokens/05May_2011_Thursday_tagesschau-26.npy,8
05May_2011_Thursday_tagesschau-27,05May_2011_Thursday_tagesschau-27.mp4,gloss_tokens/05May_2011_Thursday_tagesschau-27.npy,text_tokens/05May_2011_Thursday_tagesschau-27.npy,8
05May_2011_Thursday_tagesschau-28,05May_2011_Thursday_tagesschau-28.mp4,gloss_tokens/05May_2011_Thursday_tagesschau-28.npy,text_tokens/05May_2011_Thursday_tagesschau-28.npy,8
05May_2011_Thursday_tagesschau-29,05May_2011_Thursday_tagesschau-29.mp4,gloss_tokens/05May_2011_Thursday_tagesschau-29.npy,text_tokens/05May_2011_Thursday_tagesschau-29.npy,8
05May_2011_Thursday_tagesschau-30,05May_2011_Thursday_tagesschau-30.mp4,gloss_tokens/05May_2011_Thursday_tagesschau-30.npy,text_tokens/05May_2011_Thursday_tagesschau-30.npy,8
05May_2011_Thursday_tagesschau-31,05May_2011_Thursday_tagesschau-31.mp4,gloss_tokens/05May_2011_Thursday_tagesschau-31.npy,text_tokens/05May_2011_Thursday_tagesschau-31.npy,8
05May_2011_Thursday_tagesschau-32,05May_2011_Thursday_tagesschau-32.mp4,gloss_tokens/05May_2011_Thursday_tagesschau-32.npy,text_tokens/05May_2011_Thursday_tagesschau-32.npy,8
05May_2011_Thursday_tagesschau-33,05May_2011_Thursday_tagesschau-33.mp4,gloss_tokens/05May_2011_Thursday_tagesschau-33.npy,text_tokens/05May_2011_Thursday_tagesschau-33.npy,8
05May_2011_Thursday_tagesschau-34,05May_2011_Thursday_tagesschau-34.mp4,gloss_tokens/05May_2011_Thursday_tagesschau-34.npy,text_tokens/05May_2011_Thursday_tagesschau-34.npy,8
05May_2011_Thursday_tagesschau-35,05May_2011_Thursday_tagesschau-35.mp4,gloss_tokens/05May_2011_Thursday_tagesschau-35.npy,text_tokens/05May_2011_Thursday_tagesschau-35.npy,8
15December_2010_Wednesday_tagesschau-38,15December_2010_Wednesday_tagesschau-38.mp4,gloss_tokens/15December_2010_Wednesday_tagesschau-38.npy,text_tokens/15December_2010_Wednesday_tagesschau-38.npy,5
15December_2010_Wednesday_tagesschau-39,15December_2010_Wednesday_tagesschau-39.mp4,gloss_tokens/15December_2010_Wednesday_tagesschau-39.npy,text_tokens/15December_2010_Wednesday_tagesschau-39.npy,5
15December_2010_Wednesday_tagesschau-41,15December_2010_Wednesday_tagesschau-41.mp4,gloss_tokens/15December_2010_Wednesday_tagesschau-41.npy,text_tokens/15December_2010_Wednesday_tagesschau-41.npy,5
15December_2010_Wednesday_tagesschau-42,15December_2010_Wednesday_tagesschau-42.mp4,gloss_tokens/15December_2010_Wednesday_tagesschau-42.npy,text_tokens/15December_2010_Wednesday_tagesschau-42.npy,5
15December_2010_Wednesday_tagesschau-44,15December_2010_Wednesday_tagesschau-44.mp4,gloss_tokens/15December_2010_Wednesday_tagesschau-44.npy,text_tokens/15December_2010_Wednesday_tagesschau-44.npy,5
15December_2010_Wednesday_tagesschau-45,15December_2010_Wednesday_tagesschau-45.mp4,gloss_tokens/15December_2010_Wednesday_tagesschau-45.npy,text_tokens/15December_2010_Wednesday_tagesschau-45.npy,5
15December_2010_Wednesday_tagesschau-46,15December_2010_Wednesday_tagesschau-46.mp4,gloss_tokens/15December_2010_Wednesday_tagesschau-46.npy,text_tokens/15December_2010_Wednesday_tagesschau-46.npy,5
15December_2010_Wednesday_tagesschau-47,15December_2010_Wednesday_tagesschau-47.mp4,gloss_tokens/15December_2010_Wednesday_tagesschau-47.npy,text_tokens/15December_2010_Wednesday_tagesschau-47.npy,5
15December_2010_Wednesday_tagesschau-48,15December_2010_Wednesday_tagesschau-48.mp4,gloss_tokens/15December_2010_Wednesday_tagesschau-48.npy,text_tokens/15December_2010_Wednesday_tagesschau-48.npy,5
10March_2011_Thursday_heute-49,10March_2011_Thursday_heute-49.mp4,gloss_tokens/10March_2011_Thursday_heute-49.npy,text_tokens/10March_2011_Thursday_heute-49.npy,1
10March_2011_Thursday_heute-50,10March_2011_Thursday_heute-50.mp4,gloss_tokens/10March_2011_Thursday_heute-50.npy,text_tokens/10March_2011_Thursday_heute-50.npy,1
10March_2011_Thursday_heute-52,10March_2011_Thursday_heute-52.mp4,gloss_tokens/10March_2011_Thursday_heute-52.npy,text_tokens/10March_2011_Thursday_heute-52.npy,1
10March_2011_Thursday_heute-53,10March_2011_Thursday_heute-53.mp4,gloss_tokens/10March_2011_Thursday_heute-53.npy,text_tokens/10March_2011_Thursday_heute-53.npy,1
10March_2011_Thursday_heute-54,10March_2011_Thursday_heute-54.mp4,gloss_tokens/10March_2011_Thursday_heute-54.npy,text_tokens/10March_2011_Thursday_heute-54.npy,1
10March_2011_Thursday_heute-55,10March_2011_Thursday_heute-55.mp4,gloss_tokens/10March_2011_Thursday_heute-55.npy,text_tokens/10March_2011_Thursday_heute-55.npy,1
10March_2011_Thursday_heute-56,10March_2011_Thursday_heute-56.mp4,gloss_tokens/10March_2011_Thursday_heute-56.npy,text_tokens/10March_2011_Thursday_heute-56.npy,1
10March_2011_Thursday_heute-57,10March_2011_Thursday_heute-57.mp4,gloss_tokens/10March_2011_Thursday_heute-57.npy,text_tokens/10March_2011_Thursday_heute-57.npy,1
10March_2011_Thursday_heute-59,10March_2011_Thursday_heute-59.mp4,gloss_tokens/10March_2011_Thursday_heute-59.npy,text_tokens/10March_2011_Thursday_heute-59.npy,1
10March_2011_Thursday_heute-60,10March_2011_Thursday_heute-60.mp4,gloss_tokens/10March_2011_Thursday_heute-60.npy,text_tokens/10March_2011_Thursday_heute-60.npy,1
14August_2009_Friday_tagesschau-61,14August_2009_Friday_tagesschau-61.mp4,gloss_tokens/14August_2009_Friday_tagesschau-61.npy,text_tokens/14August_2009_Friday_tagesschau-61.npy,5
14August_2009_Friday_tagesschau-64,14August_2009_Friday_tagesschau-64.mp4,gloss_tokens/14August_2009_Friday_tagesschau-64.npy,text_tokens/14August_2009_Friday_tagesschau-64.npy,5
14August_2009_Friday_tagesschau-65,14August_2009_Friday_tagesschau-65.mp4,gloss_tokens/14August_2009_Friday_tagesschau-65.npy,text_tokens/14August_2009_Friday_tagesschau-65.npy,5
14August_2009_Friday_tagesschau-66,14August_2009_Friday_tagesschau-66.mp4,gloss_tokens/14August_2009_Friday_tagesschau-66.npy,text_tokens/14August_2009_Friday_tagesschau-66.npy,5
14August_2009_Friday_tagesschau-67,14August_2009_Friday_tagesschau-67.mp4,gloss_tokens/14August_2009_Friday_tagesschau-67.npy,text_tokens/14August_2009_Friday_tagesschau-67.npy,5
14August_2009_Friday_tagesschau-68,14August_2009_Friday_tagesschau-68.mp4,gloss_tokens/14August_2009_Friday_tagesschau-68.npy,text_tokens/14August_2009_Friday_tagesschau-68.npy,5
14August_2009_Friday_tagesschau-69,14August_2009_Friday_tagesschau-69.mp4,gloss_tokens/14August_2009_Friday_tagesschau-69.npy,text_tokens/14August_2009_Friday_tagesschau-69.npy,5
14August_2009_Friday_tagesschau-76,14August_2009_Friday_tagesschau-76.mp4,gloss_tokens/14August_2009_Friday_tagesschau-76.npy,text_tokens/14August_2009_Friday_tagesschau-76.npy,5
15June_2010_Tuesday_tagesschau-77,15June_2010_Tuesday_tagesschau-77.mp4,gloss_tokens/15June_2010_Tuesday_tagesschau-77.npy,text_tokens/15June_2010_Tuesday_tagesschau-77.npy,1
15June_2010_Tuesday_tagesschau-78,15June_2010_Tuesday_tagesschau-78.mp4,gloss_tokens/15June_2010_Tuesday_tagesschau-78.npy,text_tokens/15June_2010_Tuesday_tagesschau-78.npy,1
15June_2010_Tuesday_tagesschau-79,15June_2010_Tuesday_tagesschau-79.mp4,gloss_tokens/15June_2010_Tuesday_tagesschau-79.npy,text_tokens/15June_2010_Tuesday_tagesschau-79.npy,1
15June_2010_Tuesday_tagesschau-80,15June_2010_Tuesday_tagesschau-80.mp4,gloss_tokens/15June_2010_Tuesday_tagesschau-80.npy,text_tokens/15June_2010_Tuesday_tagesschau-80.npy,1
15June_2010_Tuesday_tagesschau-81,15June_2010_Tuesday_tagesschau-81.mp4,gloss_tokens/15June_2010_Tuesday_tagesschau-81.npy,text_tokens/15June_2010_Tuesday_tagesschau-81.npy,1
15June_2010_Tuesday_tagesschau-82,15June_2010_Tuesday_tagesschau-82.mp4,gloss_tokens/15June_2010_Tuesday_tagesschau-82.npy,text_tokens/15June_2010_Tuesday_tagesschau-82.npy,1
15June_2010_Tuesday_tagesschau-83,15June_2010_Tuesday_tagesschau-83.mp4,gloss_tokens/15June_2010_Tuesday_tagesschau-83.npy,text_tokens/15June_2010_Tuesday_tagesschau-83.npy,1
15June_2010_Tuesday_tagesschau-84,15June_2010_Tuesday_tagesschau-84.mp4,gloss_tokens/15June_2010_Tuesday_tagesschau-84.npy,text_tokens/15June_2010_Tuesday_tagesschau-84.npy,1
15June_2010_Tuesday_tagesschau-85,15June_2010_Tuesday_tagesschau-85.mp4,gloss_tokens/15June_2010_Tuesday_tagesschau-85.npy,text_tokens/15June_2010_Tuesday_tagesschau-85.npy,1
15June_2010_Tuesday_tagesschau-86,15June_2010_Tuesday_tagesschau-86.mp4,gloss_tokens/15June_2010_Tuesday_tagesschau-86.npy,text_tokens/15June_2010_Tuesday_tagesschau-86.npy,1
15June_2010_Tuesday_tagesschau-87,15June_2010_Tuesday_tagesschau-87.mp4,gloss_tokens/15June_2010_Tuesday_tagesschau-87.npy,text_tokens/15June_2010_Tuesday_tagesschau-87.npy,1
15June_2010_Tuesday_tagesschau-88,15June_2010_Tuesday_tagesschau-88.mp4,gloss_tokens/15June_2010_Tuesday_tagesschau-88.npy,text_tokens/15June_2010_Tuesday_tagesschau-88.npy,1
15June_2010_Tuesday_tagesschau-89,15June_2010_Tuesday_tagesschau-89.mp4,gloss_tokens/15June_2010_Tuesday_tagesschau-89.npy,text_tokens/15June_2010_Tuesday_tagesschau-89.npy,1
26January_2010_Tuesday_heute-90,26January_2010_Tuesday_heute-90.mp4,gloss_tokens/26January_2010_Tuesday_heute-90.npy,text_tokens/26January_2010_Tuesday_heute-90.npy,3
26January_2010_Tuesday_heute-91,26January_2010_Tuesday_heute-91.mp4,gloss_tokens/26January_2010_Tuesday_heute-91.npy,text_tokens/26January_2010_Tuesday_heute-91.npy,3
26January_2010_Tuesday_heute-92,26January_2010_Tuesday_heute-92.mp4,gloss_tokens/26January_2010_Tuesday_heute-92.npy,text_tokens/26January_2010_Tuesday_heute-92.npy,3
26January_2010_Tuesday_heute-93,26January_2010_Tuesday_heute-93.mp4,gloss_tokens/26January_2010_Tuesday_heute-93.npy,text_tokens/26January_2010_Tuesday_heute-93.npy,3
26January_2010_Tuesday_heute-94,26January_2010_Tuesday_heute-94.mp4,gloss_tokens/26January_2010_Tuesday_heute-94.npy,text_tokens/26January_2010_Tuesday_heute-94.npy,3
26January_2010_Tuesday_heute-95,26January_2010_Tuesday_heute-95.mp4,gloss_tokens/26January_2010_Tuesday_heute-95.npy,text_tokens/26January_2010_Tuesday_heute-95.npy,3
26January_2010_Tuesday_heute-96,26January_2010_Tuesday_heute-96.mp4,gloss_tokens/26January_2010_Tuesday_heute-96.npy,text_tokens/26January_2010_Tuesday_heute-96.npy,3
26January_2010_Tuesday_heute-99,26January_2010_Tuesday_heute-99.mp4,gloss_tokens/26January_2010_Tuesday_heute-99.npy,text_tokens/26January_2010_Tuesday_heute-99.npy,3
26January_2010_Tuesday_heute-100,26January_2010_Tuesday_heute-100.mp4,gloss_tokens/26January_2010_Tuesday_heute-100.npy,text_tokens/26January_2010_Tuesday_heute-100.npy,3
26January_2010_Tuesday_heute-101,26January_2010_Tuesday_heute-101.mp4,gloss_tokens/26January_2010_Tuesday_heute-101.npy,text_tokens/26January_2010_Tuesday_heute-101.npy,3
26January_2010_Tuesday_heute-104,26January_2010_Tuesday_heute-104.mp4,gloss_tokens/26January_2010_Tuesday_heute-104.npy,text_tokens/26January_2010_Tuesday_heute-104.npy,3
07May_2011_Saturday_tagesschau-108,07May_2011_Saturday_tagesschau-108.mp4,gloss_tokens/07May_2011_Saturday_tagesschau-108.npy,text_tokens/07May_2011_Saturday_tagesschau-108.npy,8
07May_2011_Saturday_tagesschau-109,07May_2011_Saturday_tagesschau-109.mp4,gloss_tokens/07May_2011_Saturday_tagesschau-109.npy,text_tokens/07May_2011_Saturday_tagesschau-109.npy,8
07May_2011_Saturday_tagesschau-110,07May_2011_Saturday_tagesschau-110.mp4,gloss_tokens/07May_2011_Saturday_tagesschau-110.npy,text_tokens/07May_2011_Saturday_tagesschau-110.npy,8
07May_2011_Saturday_tagesschau-111,07May_2011_Saturday_tagesschau-111.mp4,gloss_tokens/07May_2011_Saturday_tagesschau-111.npy,text_tokens/07May_2011_Saturday_tagesschau-111.npy,8
07May_2011_Saturday_tagesschau-112,07May_2011_Saturday_tagesschau-112.mp4,gloss_tokens/07May_2011_Saturday_tagesschau-112.npy,text_tokens/07May_2011_Saturday_tagesschau-112.npy,8
07May_2011_Saturday_tagesschau-114,07May_2011_Saturday_tagesschau-114.mp4,gloss_tokens/07May_2011_Saturday_tagesschau-114.npy,text_tokens/07May_2011_Saturday_tagesschau-114.npy,8
07May_2011_Saturday_tagesschau-115,07May_2011_Saturday_tagesschau-115.mp4,gloss_tokens/07May_2011_Saturday_tagesschau-115.npy,text_tokens/07May_2011_Saturday_tagesschau-115.npy,8
07May_2011_Saturday_tagesschau-116,07May_2011_Saturday_tagesschau-116.mp4,gloss_tokens/07May_2011_Saturday_tagesschau-116.npy,text_tokens/07May_2011_Saturday_tagesschau-116.npy,8
07May_2011_Saturday_tagesschau-117,07May_2011_Saturday_tagesschau-117.mp4,gloss_tokens/07May_2011_Saturday_tagesschau-117.npy,text_tokens/07May_2011_Saturday_tagesschau-117.npy,8
07May_2011_Saturday_tagesschau-118,07May_2011_Saturday_tagesschau-118.mp4,gloss_tokens/07May_2011_Saturday_tagesschau-118.npy,text_tokens/07May_2011_Saturday_tagesschau-118.npy,8
07May_2011_Saturday_tagesschau-119,07May_2011_Saturday_tagesschau-119.mp4,gloss_tokens/07May_2011_Saturday_tagesschau-119.npy,text_tokens/07May_2011_Saturday_tagesschau-119.npy,8
12February_2010_Friday_tagesschau-120,12February_2010_Friday_tagesschau-120.mp4,gloss_tokens/12February_2010_Friday_tagesschau-120.npy,text_tokens/12February_2010_Friday_tagesschau-120.npy,9
12February_2010_Friday_tagesschau-121,12February_2010_Friday_tagesschau-121.mp4,gloss_tokens/12February_2010_Friday_tagesschau-121.npy,text_tokens/12February_2010_Friday_tagesschau-121.npy,9
12February_2010_Friday_tagesschau-122,12February_2010_Friday_tagesschau-122.mp4,gloss_tokens/12February_2010_Friday_tagesschau-122.npy,text_tokens/12February_2010_Friday_tagesschau-122.npy,9
12February_2010_Friday_tagesschau-123,12February_2010_Friday_tagesschau-123.mp4,gloss_tokens/12February_2010_Friday_tagesschau-123.npy,text_tokens/12February_2010_Friday_tagesschau-123.npy,9
12February_2010_Friday_tagesschau-124,12February_2010_Friday_tagesschau-124.mp4,gloss_tokens/12February_2010_Friday_tagesschau-124.npy,text_tokens/12February_2010_Friday_tagesschau-124.npy,9
12February_2010_Friday_tagesschau-128,12February_2010_Friday_tagesschau-128.mp4,gloss_tokens/12February_2010_Friday_tagesschau-128.npy,text_tokens/12February_2010_Friday_tagesschau-128.npy,9
12February_2010_Friday_tagesschau-129,12February_2010_Friday_tagesschau-129.mp4,gloss_tokens/12February_2010_Friday_tagesschau-129.npy,text_tokens/12February_2010_Friday_tagesschau-129.npy,9
12February_2010_Friday_tagesschau-130,12February_2010_Friday_tagesschau-130.mp4,gloss_tokens/12February_2010_Friday_tagesschau-130.npy,text_tokens/12February_2010_Friday_tagesschau-130.npy,9
12February_2010_Friday_tagesschau-131,12February_2010_Friday_tagesschau-131.mp4,gloss_tokens/12February_2010_Friday_tagesschau-131.npy,text_tokens/12February_2010_Friday_tagesschau-131.npy,9
01November_2010_Monday_tagesschau-132,01November_2010_Monday_tagesschau-132.mp4,gloss_tokens/01November_2010_Monday_tagesschau-132.npy,text_tokens/01November_2010_Monday_tagesschau-132.npy,5
01November_2010_Monday_tagesschau-134,01November_2010_Monday_tagesschau-134.mp4,gloss_tokens/01November_2010_Monday_tagesschau-134.npy,text_tokens/01November_2010_Monday_tagesschau-134.npy,5
01November_2010_Monday_tagesschau-135,01November_2010_Monday_tagesschau-135.mp4,gloss_tokens/01November_2010_Monday_tagesschau-135.npy,text_tokens/01November_2010_Monday_tagesschau-135.npy,5
01November_2010_Monday_tagesschau-138,01November_2010_Monday_tagesschau-138.mp4,gloss_tokens/01November_2010_Monday_tagesschau-138.npy,text_tokens/01November_2010_Monday_tagesschau-138.npy,5
01November_2010_Monday_tagesschau-139,01November_2010_Monday_tagesschau-139.mp4,gloss_tokens/01November_2010_Monday_tagesschau-139.npy,text_tokens/01November_2010_Monday_tagesschau-139.npy,5
01November_2010_Monday_tagesschau-141,01November_2010_Monday_tagesschau-141.mp4,gloss_tokens/01November_2010_Monday_tagesschau-141.npy,text_tokens/01November_2010_Monday_tagesschau-141.npy,5
01November_2010_Monday_tagesschau-142,01November_2010_Monday_tagesschau-142.mp4,gloss_tokens/01November_2010_Monday_tagesschau-142.npy,text_tokens/01November_2010_Monday_tagesschau-142.npy,5
01November_2010_Monday_tagesschau-143,01November_2010_Monday_tagesschau-143.mp4,gloss_tokens/01November_2010_Monday_tagesschau-143.npy,text_tokens/01November_2010_Monday_tagesschau-143.npy,5
01November_2010_Monday_tagesschau-144,01November_2010_Monday_tagesschau-144.mp4,gloss_tokens/01November_2010_Monday_tagesschau-144.npy,text_tokens/01November_2010_Monday_tagesschau-144.npy,5
01November_2010_Monday_tagesschau-145,01November_2010_Monday_tagesschau-145.mp4,gloss_tokens/01November_2010_Monday_tagesschau-145.npy,text_tokens/01November_2010_Monday_tagesschau-145.npy,5
01November_2010_Monday_tagesschau-146,01November_2010_Monday_tagesschau-146.mp4,gloss_tokens/01November_2010_Monday_tagesschau-146.npy,text_tokens/01November_2010_Monday_tagesschau-146.npy,5
23February_2011_Wednesday_tagesschau-147,23February_2011_Wednesday_tagesschau-147.mp4,gloss_tokens/23February_2011_Wednesday_tagesschau-147.npy,text_tokens/23February_2011_Wednesday_tagesschau-147.npy,5
23February_2011_Wednesday_tagesschau-148,23February_2011_Wednesday_tagesschau-148.mp4,gloss_tokens/23February_2011_Wednesday_tagesschau-148.npy,text_tokens/23February_2011_Wednesday_tagesschau-148.npy,5
23February_2011_Wednesday_tagesschau-149,23February_2011_Wednesday_tagesschau-149.mp4,gloss_tokens/23February_2011_Wednesday_tagesschau-149.npy,text_tokens/23February_2011_Wednesday_tagesschau-149.npy,5
23February_2011_Wednesday_tagesschau-150,23February_2011_Wednesday_tagesschau-150.mp4,gloss_tokens/23February_2011_Wednesday_tagesschau-150.npy,text_tokens/23February_2011_Wednesday_tagesschau-150.npy,5
23February_2011_Wednesday_tagesschau-152,23February_2011_Wednesday_tagesschau-152.mp4,gloss_tokens/23February_2011_Wednesday_tagesschau-152.npy,text_tokens/23February_2011_Wednesday_tagesschau-152.npy,5
23February_2011_Wednesday_tagesschau-153,23February_2011_Wednesday_tagesschau-153.mp4,gloss_tokens/23February_2011_Wednesday_tagesschau-153.npy,text_tokens/23February_2011_Wednesday_tagesschau-153.npy,5
23February_2011_Wednesday_tagesschau-154,23February_2011_Wednesday_tagesschau-154.mp4,gloss_tokens/23February_2011_Wednesday_tagesschau-154.npy,text_tokens/23February_2011_Wednesday_tagesschau-154.npy,5
23February_2011_Wednesday_tagesschau-155,23February_2011_Wednesday_tagesschau-155.mp4,gloss_tokens/23February_2011_Wednesday_tagesschau-155.npy,text_tokens/23February_2011_Wednesday_tagesschau-155.npy,5
23February_2011_Wednesday_tagesschau-156,23February_2011_Wednesday_tagesschau-156.mp4,gloss_tokens/23February_2011_Wednesday_tagesschau-156.npy,text_tokens/23February_2011_Wednesday_tagesschau-156.npy,5
23February_2011_Wednesday_tagesschau-157,23February_2011_Wednesday_tagesschau-157.mp4,gloss_tokens/23February_2011_Wednesday_tagesschau-157.npy,text_tokens/23February_2011_Wednesday_tagesschau-157.npy,5
23February_2011_Wednesday_tagesschau-158,23February_2011_Wednesday_tagesschau-158.mp4,gloss_tokens/23February_2011_Wednesday_tagesschau-158.npy,text_tokens/23February_2011_Wednesday_tagesschau-158.npy,5
28November_2011_Monday_tagesschau-159,28November_2011_Monday_tagesschau-159.mp4,gloss_tokens/28November_2011_Monday_tagesschau-159.npy,text_tokens/28November_2011_Monday_tagesschau-159.npy,7
28November_2011_Monday_tagesschau-160,28November_2011_Monday_tagesschau-160.mp4,gloss_tokens/28November_2011_Monday_tagesschau-160.npy,text_tokens/28November_2011_Monday_tagesschau-160.npy,7
28November_2011_Monday_tagesschau-163,28November_2011_Monday_tagesschau-163.mp4,gloss_tokens/28November_2011_Monday_tagesschau-163.npy,text_tokens/28November_2011_Monday_tagesschau-163.npy,7
28November_2011_Monday_tagesschau-166,28November_2011_Monday_tagesschau-166.mp4,gloss_tokens/28November_2011_Monday_tagesschau-166.npy,text_tokens/28November_2011_Monday_tagesschau-166.npy,7
28November_2011_Monday_tagesschau-167,28November_2011_Monday_tagesschau-167.mp4,gloss_tokens/28November_2011_Monday_tagesschau-167.npy,text_tokens/28November_2011_Monday_tagesschau-167.npy,7
28November_2011_Monday_tagesschau-169,28November_2011_Monday_tagesschau-169.mp4,gloss_tokens/28November_2011_Monday_tagesschau-169.npy,text_tokens/28November_2011_Monday_tagesschau-169.npy,7
28November_2011_Monday_tagesschau-170,28November_2011_Monday_tagesschau-170.mp4,gloss_tokens/28November_2011_Monday_tagesschau-170.npy,text_tokens/28November_2011_Monday_tagesschau-170.npy,7
28November_2011_Monday_tagesschau-171,28November_2011_Monday_tagesschau-171.mp4,gloss_tokens/28November_2011_Monday_tagesschau-171.npy,text_tokens/28November_2011_Monday_tagesschau-171.npy,7
08May_2010_Saturday_tagesschau-174,08May_2010_Saturday_tagesschau-174.mp4,gloss_tokens/08May_2010_Saturday_tagesschau-174.npy,text_tokens/08May_2010_Saturday_tagesschau-174.npy,8
08May_2010_Saturday_tagesschau-177,08May_2010_Saturday_tagesschau-177.mp4,gloss_tokens/08May_2010_Saturday_tagesschau-177.npy,text_tokens/08May_2010_Saturday_tagesschau-177.npy,8
08May_2010_Saturday_tagesschau-178,08May_2010_Saturday_tagesschau-178.mp4,gloss_tokens/08May_2010_Saturday_tagesschau-178.npy,text_tokens/08May_2010_Saturday_tagesschau-178.npy,8
08May_2010_Saturday_tagesschau-179,08May_2010_Saturday_tagesschau-179.mp4,gloss_tokens/08May_2010_Saturday_tagesschau-179.npy,text_tokens/08May_2010_Saturday_tagesschau-179.npy,8
08May_2010_Saturday_tagesschau-180,08May_2010_Saturday_tagesschau-180.mp4,gloss_tokens/08May_2010_Saturday_tagesschau-180.npy,text_tokens/08May_2010_Saturday_tagesschau-180.npy,8
08May_2010_Saturday_tagesschau-181,08May_2010_Saturday_tagesschau-181.mp4,gloss_tokens/08May_2010_Saturday_tagesschau-181.npy,text_tokens/08May_2010_Saturday_tagesschau-181.npy,8
08May_2010_Saturday_tagesschau-182,08May_2010_Saturday_tagesschau-182.mp4,gloss_tokens/08May_2010_Saturday_tagesschau-182.npy,text_tokens/08May_2010_Saturday_tagesschau-182.npy,8
08May_2010_Saturday_tagesschau-183,08May_2010_Saturday_tagesschau-183.mp4,gloss_tokens/08May_2010_Saturday_tagesschau-183.npy,text_tokens/08May_2010_Saturday_tagesschau-183.npy,8
08May_2010_Saturday_tagesschau-184,08May_2010_Saturday_tagesschau-184.mp4,gloss_tokens/08May_2010_Saturday_tagesschau-184.npy,text_tokens/08May_2010_Saturday_tagesschau-184.npy,8
