sample_id,video_path,gloss_path,text_path,signer_id
--dANj_01AU_0,--dANj_01AU_0-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_0.npy,text_tokens/--dANj_01AU_0.npy,0
--dANj_01AU_1,--dANj_01AU_1-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_1.npy,text_tokens/--dANj_01AU_1.npy,0
--dANj_01AU_10,--dANj_01AU_10-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_10.npy,text_tokens/--dANj_01AU_10.npy,0
--dANj_01AU_11,--dANj_01AU_11-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_11.npy,text_tokens/--dANj_01AU_11.npy,0
--dANj_01AU_12,--dANj_01AU_12-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_12.npy,text_tokens/--dANj_01AU_12.npy,0
--dANj_01AU_13,--dANj_01AU_13-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_13.npy,text_tokens/--dANj_01AU_13.npy,0
--dANj_01AU_14,--dANj_01AU_14-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_14.npy,text_tokens/--dANj_01AU_14.npy,0
--dANj_01AU_15,--dANj_01AU_15-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_15.npy,text_tokens/--dANj_01AU_15.npy,0
--dANj_01AU_16,--dANj_01AU_16-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_16.npy,text_tokens/--dANj_01AU_16.npy,0
--dANj_01AU_17,--dANj_01AU_17-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_17.npy,text_tokens/--dANj_01AU_17.npy,0
--dANj_01AU_18,--dANj_01AU_18-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_18.npy,text_tokens/--dANj_01AU_18.npy,0
--dANj_01AU_19,--dANj_01AU_19-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_19.npy,text_tokens/--dANj_01AU_19.npy,0
--dANj_01AU_2,--dANj_01AU_2-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_2.npy,text_tokens/--dANj_01AU_2.npy,0
--dANj_01AU_20,--dANj_01AU_20-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_20.npy,text_tokens/--dANj_01AU_20.npy,0
--dANj_01AU_21,--dANj_01AU_21-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_21.npy,text_tokens/--dANj_01AU_21.npy,0
--dANj_01AU_3,--dANj_01AU_3-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_3.npy,text_tokens/--dANj_01AU_3.npy,0
--dANj_01AU_4,--dANj_01AU_4-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_4.npy,text_tokens/--dANj_01AU_4.npy,0
--dANj_01AU_5,--dANj_01AU_5-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_5.npy,text_tokens/--dANj_01AU_5.npy,0
--dANj_01AU_6,--dANj_01AU_6-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_6.npy,text_tokens/--dANj_01AU_6.npy,0
--dANj_01AU_7,--dANj_01AU_7-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_7.npy,text_tokens/--dANj_01AU_7.npy,0
--dANj_01AU_8,--dANj_01AU_8-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_8.npy,text_tokens/--dANj_01AU_8.npy,0
--dANj_01AU_9,--dANj_01AU_9-5-rgb_front.mp4,gloss_tokens/--dANj_01AU_9.npy,text_tokens/--dANj_01AU_9.npy,0
-00cp1iGiDw_1,-00cp1iGiDw_1-5-rgb_front.mp4,gloss_tokens/-00cp1iGiDw_1.npy,text_tokens/-00cp1iGiDw_1.npy,0
-00cp1iGiDw_10_11,-00cp1iGiDw_10_11-5-rgb_front.mp4,gloss_tokens/-00cp1iGiDw_10_11.npy,text_tokens/-00cp1iGiDw_10_11.npy,0
-00cp1iGiDw_12,-00cp1iGiDw_12-5-rgb_front.mp4,gloss_tokens/-00cp1iGiDw_12.npy,text_tokens/-00cp1iGiDw_12.npy,0
-00cp1iGiDw_13,-00cp1iGiDw_13-5-rgb_front.mp4,gloss_tokens/-00cp1iGiDw_13.npy,text_tokens/-00cp1iGiDw_13.npy,0
-00cp1iGiDw_14,-00cp1iGiDw_14-5-rgb_front.mp4,gloss_tokens/-00cp1iGiDw_14.npy,text_tokens/-00cp1iGiDw_14.npy,0
-00cp1iGiDw_15,-00cp1iGiDw_15-5-rgb_front.mp4,gloss_tokens/-00cp1iGiDw_15.npy,text_tokens/-00cp1iGiDw_15.npy,0
-00cp1iGiDw_2,-00cp1iGiDw_2-5-rgb_front.mp4,gloss_tokens/-00cp1iGiDw_2.npy,text_tokens/-00cp1iGiDw_2.npy,0
-00cp1iGiDw_3,-00cp1iGiDw_3-5-rgb_front.mp4,gloss_tokens/-00cp1iGiDw_3.npy,text_tokens/-00cp1iGiDw_3.npy,0
-00cp1iGiDw_4,-00cp1iGiDw_4-5-rgb_front.mp4,gloss_tokens/-00cp1iGiDw_4.npy,text_tokens/-00cp1iGiDw_4.npy,0
-00cp1iGiDw_5,-00cp1iGiDw_5-5-rgb_front.mp4,gloss_tokens/-00cp1iGiDw_5.npy,text_tokens/-00cp1iGiDw_5.npy,0
-00cp1iGiDw_6,-00cp1iGiDw_6-5-rgb_front.mp4,gloss_tokens/-00cp1iGiDw_6.npy,text_tokens/-00cp1iGiDw_6.npy,0
-00cp1iGiDw_7,-00cp1iGiDw_7-5-rgb_front.mp4,gloss_tokens/-00cp1iGiDw_7.npy,text_tokens/-00cp1iGiDw_7.npy,0
-00cp1iGiDw_8,-00cp1iGiDw_8-5-rgb_front.mp4,gloss_tokens/-00cp1iGiDw_8.npy,text_tokens/-00cp1iGiDw_8.npy,0
-00cp1iGiDw_9,-00cp1iGiDw_9-5-rgb_front.mp4,gloss_tokens/-00cp1iGiDw_9.npy,text_tokens/-00cp1iGiDw_9.npy,0
-06_nJnhORg_0,-06_nJnhORg_0-5-rgb_front.mp4,gloss_tokens/-06_nJnhORg_0.npy,text_tokens/-06_nJnhORg_0.npy,0
-06_nJnhORg_1,-06_nJnhORg_1-5-rgb_front.mp4,gloss_tokens/-06_nJnhORg_1.npy,text_tokens/-06_nJnhORg_1.npy,0
-06_nJnhORg_10,-06_nJnhORg_10-5-rgb_front.mp4,gloss_tokens/-06_nJnhORg_10.npy,text_tokens/-06_nJnhORg_10.npy,0
-06_nJnhORg_11,-06_nJnhORg_11-5-rgb_front.mp4,gloss_tokens/-06_nJnhORg_11.npy,text_tokens/-06_nJnhORg_11.npy,0
-06_nJnhORg_12,-06_nJnhORg_12-5-rgb_front.mp4,gloss_tokens/-06_nJnhORg_12.npy,text_tokens/-06_nJnhORg_12.npy,0
-06_nJnhORg_13,-06_nJnhORg_13-5-rgb_front.mp4,gloss_tokens/-06_nJnhORg_13.npy,text_tokens/-06_nJnhORg_13.npy,0
-06_nJnhORg_14,-06_nJnhORg_14-5-rgb_front.mp4,gloss_tokens/-06_nJnhORg_14.npy,text_tokens/-06_nJnhORg_14.npy,0
-06_nJnhORg_15,-06_nJnhORg_15-5-rgb_front.mp4,gloss_tokens/-06_nJnhORg_15.npy,text_tokens/-06_nJnhORg_15.npy,0
-06_nJnhORg_16,-06_nJnhORg_16-5-rgb_front.mp4,gloss_tokens/-06_nJnhORg_16.npy,text_tokens/-06_nJnhORg_16.npy,0
-06_nJnhORg_17,-06_nJnhORg_17-5-rgb_front.mp4,gloss_tokens/-06_nJnhORg_17.npy,text_tokens/-06_nJnhORg_17.npy,0
-06_nJnhORg_18,-06_nJnhORg_18-5-rgb_front.mp4,gloss_tokens/-06_nJnhORg_18.npy,text_tokens/-06_nJnhORg_18.npy,0
-06_nJnhORg_19,-06_nJnhORg_19-5-rgb_front.mp4,gloss_tokens/-06_nJnhORg_19.npy,text_tokens/-06_nJnhORg_19.npy,0
-06_nJnhORg_2,-06_nJnhORg_2-5-rgb_front.mp4,gloss_tokens/-06_nJnhORg_2.npy,text_tokens/-06_nJnhORg_2.npy,0
-06_nJnhORg_20,-06_nJnhORg_20-5-rgb_front.mp4,gloss_tokens/-06_nJnhORg_20.npy,text_tokens/-06_nJnhORg_20.npy,0
-06_nJnhORg_21,-06_nJnhORg_21-5-rgb_front.mp4,gloss_tokens/-06_nJnhORg_21.npy,text_tokens/-06_nJnhORg_21.npy,0
-06_nJnhORg_3,-06_nJnhORg_3-5-rgb_front.mp4,gloss_tokens/-06_nJnhORg_3.npy,text_tokens/-06_nJnhORg_3.npy,0
-06_nJnhORg_4_5,-06_nJnhORg_4_5-5-rgb_front.mp4,gloss_tokens/-06_nJnhORg_4_5.npy,text_tokens/-06_nJnhORg_4_5.npy,0
-06_nJnhORg_6_7,-06_nJnhORg_6_7-5-rgb_front.mp4,gloss_tokens/-06_nJnhORg_6_7.npy,text_tokens/-06_nJnhORg_6_7.npy,0
-06_nJnhORg_8,-06_nJnhORg_8-5-rgb_front.mp4,gloss_tokens/-06_nJnhORg_8.npy,text_tokens/-06_nJnhORg_8.npy,0
-06_nJnhORg_9,-06_nJnhORg_9-5-rgb_front.mp4,gloss_tokens/-06_nJnhORg_9.npy,text_tokens/-06_nJnhORg_9.npy,0
-08ZGCviCm4_0,-08ZGCviCm4_0-5-rgb_front.mp4,gloss_tokens/-08ZGCviCm4_0.npy,text_tokens/-08ZGCviCm4_0.npy,0
-08ZGCviCm4_1,-08ZGCviCm4_1-5-rgb_front.mp4,gloss_tokens/-08ZGCviCm4_1.npy,text_tokens/-08ZGCviCm4_1.npy,0
-08ZGCviCm4_2,-08ZGCviCm4_2-5-rgb_front.mp4,gloss_tokens/-08ZGCviCm4_2.npy,text_tokens/-08ZGCviCm4_2.npy,0
-08ZGCviCm4_3,-08ZGCviCm4_3-5-rgb_front.mp4,gloss_tokens/-08ZGCviCm4_3.npy,text_tokens/-08ZGCviCm4_3.npy,0
-08ZGCviCm4_4,-08ZGCviCm4_4-5-rgb_front.mp4,gloss_tokens/-08ZGCviCm4_4.npy,text_tokens/-08ZGCviCm4_4.npy,0
-08ZGCviCm4_5,-08ZGCviCm4_5-5-rgb_front.mp4,gloss_tokens/-08ZGCviCm4_5.npy,text_tokens/-08ZGCviCm4_5.npy,0
-08ZGCviCm4_6,-08ZGCviCm4_6-5-rgb_front.mp4,gloss_tokens/-08ZGCviCm4_6.npy,text_tokens/-08ZGCviCm4_6.npy,0
-08ZGCviCm4_7,-08ZGCviCm4_7-5-rgb_front.mp4,gloss_tokens/-08ZGCviCm4_7.npy,text_tokens/-08ZGCviCm4_7.npy,0
-08ZGCviCm4_8,-08ZGCviCm4_8-5-rgb_front.mp4,gloss_tokens/-08ZGCviCm4_8.npy,text_tokens/-08ZGCviCm4_8.npy,0
-08ZGCviCm4_9,-08ZGCviCm4_9-5-rgb_front.mp4,gloss_tokens/-08ZGCviCm4_9.npy,text_tokens/-08ZGCviCm4_9.npy,0
-0BynF9TSNI_1,-0BynF9TSNI_1-5-rgb_front.mp4,gloss_tokens/-0BynF9TSNI_1.npy,text_tokens/-0BynF9TSNI_1.npy,0
-0BynF9TSNI_10,-0BynF9TSNI_10-5-rgb_front.mp4,gloss_tokens/-0BynF9TSNI_10.npy,text_tokens/-0BynF9TSNI_10.npy,0
-0BynF9TSNI_11,-0BynF9TSNI_11-5-rgb_front.mp4,gloss_tokens/-0BynF9TSNI_11.npy,text_tokens/-0BynF9TSNI_11.npy,0
-0BynF9TSNI_12,-0BynF9TSNI_12-5-rgb_front.mp4,gloss_tokens/-0BynF9TSNI_12.npy,text_tokens/-0BynF9TSNI_12.npy,0
-0BynF9TSNI_13,-0BynF9TSNI_13-5-rgb_front.mp4,gloss_tokens/-0BynF9TSNI_13.npy,text_tokens/-0BynF9TSNI_13.npy,0
-0BynF9TSNI_2,-0BynF9TSNI_2-5-rgb_front.mp4,gloss_tokens/-0BynF9TSNI_2.npy,text_tokens/-0BynF9TSNI_2.npy,0
-0BynF9TSNI_4,-0BynF9TSNI_4-5-rgb_front.mp4,gloss_tokens/-0BynF9TSNI_4.npy,text_tokens/-0BynF9TSNI_4.npy,0
-0BynF9TSNI_5,-0BynF9TSNI_5-5-rgb_front.mp4,gloss_tokens/-0BynF9TSNI_5.npy,text_tokens/-0BynF9TSNI_5.npy,0
-0BynF9TSNI_6,-0BynF9TSNI_6-5-rgb_front.mp4,gloss_tokens/-0BynF9TSNI_6.npy,text_tokens/-0BynF9TSNI_6.npy,0
-0BynF9TSNI_7,-0BynF9TSNI_7-5-rgb_front.mp4,gloss_tokens/-0BynF9TSNI_7.npy,text_tokens/-0BynF9TSNI_7.npy,0
-0BynF9TSNI_8,-0BynF9TSNI_8-5-rgb_front.mp4,gloss_tokens/-0BynF9TSNI_8.npy,text_tokens/-0BynF9TSNI_8.npy,0
-0BynF9TSNI_9,-0BynF9TSNI_9-5-rgb_front.mp4,gloss_tokens/-0BynF9TSNI_9.npy,text_tokens/-0BynF9TSNI_9.npy,0
-0FA6OhxZSE_0,-0FA6OhxZSE_0-5-rgb_front.mp4,gloss_tokens/-0FA6OhxZSE_0.npy,text_tokens/-0FA6OhxZSE_0.npy,0
-0FA6OhxZSE_10,-0FA6OhxZSE_10-5-rgb_front.mp4,gloss_tokens/-0FA6OhxZSE_10.npy,text_tokens/-0FA6OhxZSE_10.npy,0
-0FA6OhxZSE_11,-0FA6OhxZSE_11-5-rgb_front.mp4,gloss_tokens/-0FA6OhxZSE_11.npy,text_tokens/-0FA6OhxZSE_11.npy,0
-0FA6OhxZSE_2,-0FA6OhxZSE_2-5-rgb_front.mp4,gloss_tokens/-0FA6OhxZSE_2.npy,text_tokens/-0FA6OhxZSE_2.npy,0
-0FA6OhxZSE_3,-0FA6OhxZSE_3-5-rgb_front.mp4,gloss_tokens/-0FA6OhxZSE_3.npy,text_tokens/-0FA6OhxZSE_3.npy,0
-0FA6OhxZSE_4,-0FA6OhxZSE_4-5-rgb_front.mp4,gloss_tokens/-0FA6OhxZSE_4.npy,text_tokens/-0FA6OhxZSE_4.npy,0
-0FA6OhxZSE_5,-0FA6OhxZSE_5-5-rgb_front.mp4,gloss_tokens/-0FA6OhxZSE_5.npy,text_tokens/-0FA6OhxZSE_5.npy,0
-0FA6OhxZSE_6,-0FA6OhxZSE_6-5-rgb_front.mp4,gloss_tokens/-0FA6OhxZSE_6.npy,text_tokens/-0FA6OhxZSE_6.npy,0
-0FA6OhxZSE_7,-0FA6OhxZSE_7-5-rgb_front.mp4,gloss_tokens/-0FA6OhxZSE_7.npy,text_tokens/-0FA6OhxZSE_7.npy,0
-0FA6OhxZSE_8,-0FA6OhxZSE_8-5-rgb_front.mp4,gloss_tokens/-0FA6OhxZSE_8.npy,text_tokens/-0FA6OhxZSE_8.npy,0
-0FA6OhxZSE_9,-0FA6OhxZSE_9-5-rgb_front.mp4,gloss_tokens/-0FA6OhxZSE_9.npy,text_tokens/-0FA6OhxZSE_9.npy,0
-0JdYlTf9Y8_0_1,-0JdYlTf9Y8_0_1-5-rgb_front.mp4,gloss_tokens/-0JdYlTf9Y8_0_1.npy,text_tokens/-0JdYlTf9Y8_0_1.npy,0
-0JdYlTf9Y8_10,-0JdYlTf9Y8_10-5-rgb_front.mp4,gloss_tokens/-0JdYlTf9Y8_10.npy,text_tokens/-0JdYlTf9Y8_10.npy,0
-0JdYlTf9Y8_11,-0JdYlTf9Y8_11-5-rgb_front.mp4,gloss_tokens/-0JdYlTf9Y8_11.npy,text_tokens/-0JdYlTf9Y8_11.npy,0
-0JdYlTf9Y8_2,-0JdYlTf9Y8_2-5-rgb_front.mp4,gloss_tokens/-0JdYlTf9Y8_2.npy,text_tokens/-0JdYlTf9Y8_2.npy,0
-0JdYlTf9Y8_3,-0JdYlTf9Y8_3-5-rgb_front.mp4,gloss_tokens/-0JdYlTf9Y8_3.npy,text_tokens/-0JdYlTf9Y8_3.npy,0
-0JdYlTf9Y8_4,-0JdYlTf9Y8_4-5-rgb_front.mp4,gloss_tokens/-0JdYlTf9Y8_4.npy,text_tokens/-0JdYlTf9Y8_4.npy,0
-0JdYlTf9Y8_5,-0JdYlTf9Y8_5-5-rgb_front.mp4,gloss_tokens/-0JdYlTf9Y8_5.npy,text_tokens/-0JdYlTf9Y8_5.npy,0
-0JdYlTf9Y8_6,-0JdYlTf9Y8_6-5-rgb_front.mp4,gloss_tokens/-0JdYlTf9Y8_6.npy,text_tokens/-0JdYlTf9Y8_6.npy,0
-0JdYlTf9Y8_7,-0JdYlTf9Y8_7-5-rgb_front.mp4,gloss_tokens/-0JdYlTf9Y8_7.npy,text_tokens/-0JdYlTf9Y8_7.npy,0
-0JdYlTf9Y8_8,-0JdYlTf9Y8_8-5-rgb_front.mp4,gloss_tokens/-0JdYlTf9Y8_8.npy,text_tokens/-0JdYlTf9Y8_8.npy,0
-0JdYlTf9Y8_9,-0JdYlTf9Y8_9-5-rgb_front.mp4,gloss_tokens/-0JdYlTf9Y8_9.npy,text_tokens/-0JdYlTf9Y8_9.npy,0
-0N0jbyBW6g_0,-0N0jbyBW6g_0-5-rgb_front.mp4,gloss_tokens/-0N0jbyBW6g_0.npy,text_tokens/-0N0jbyBW6g_0.npy,0
-0N0jbyBW6g_1,-0N0jbyBW6g_1-5-rgb_front.mp4,gloss_tokens/-0N0jbyBW6g_1.npy,text_tokens/-0N0jbyBW6g_1.npy,0
-0N0jbyBW6g_10,-0N0jbyBW6g_10-5-rgb_front.mp4,gloss_tokens/-0N0jbyBW6g_10.npy,text_tokens/-0N0jbyBW6g_10.npy,0
-0N0jbyBW6g_11,-0N0jbyBW6g_11-5-rgb_front.mp4,gloss_tokens/-0N0jbyBW6g_11.npy,text_tokens/-0N0jbyBW6g_11.npy,0
-0N0jbyBW6g_2,-0N0jbyBW6g_2-5-rgb_front.mp4,gloss_tokens/-0N0jbyBW6g_2.npy,text_tokens/-0N0jbyBW6g_2.npy,0
-0N0jbyBW6g_3,-0N0jbyBW6g_3-5-rgb_front.mp4,gloss_tokens/-0N0jbyBW6g_3.npy,text_tokens/-0N0jbyBW6g_3.npy,0
-0N0jbyBW6g_4,-0N0jbyBW6g_4-5-rgb_front.mp4,gloss_tokens/-0N0jbyBW6g_4.npy,text_tokens/-0N0jbyBW6g_4.npy,0
-0N0jbyBW6g_5,-0N0jbyBW6g_5-5-rgb_front.mp4,gloss_tokens/-0N0jbyBW6g_5.npy,text_tokens/-0N0jbyBW6g_5.npy,0
-0N0jbyBW6g_6,-0N0jbyBW6g_6-5-rgb_front.mp4,gloss_tokens/-0N0jbyBW6g_6.npy,text_tokens/-0N0jbyBW6g_6.npy,0
-0N0jbyBW6g_7,-0N0jbyBW6g_7-5-rgb_front.mp4,gloss_tokens/-0N0jbyBW6g_7.npy,text_tokens/-0N0jbyBW6g_7.npy,0
-0N0jbyBW6g_8,-0N0jbyBW6g_8-5-rgb_front.mp4,gloss_tokens/-0N0jbyBW6g_8.npy,text_tokens/-0N0jbyBW6g_8.npy,0
-0N0jbyBW6g_9,-0N0jbyBW6g_9-5-rgb_front.mp4,gloss_tokens/-0N0jbyBW6g_9.npy,text_tokens/-0N0jbyBW6g_9.npy,0
-0ZqnVFv7eI_0,-0ZqnVFv7eI_0-5-rgb_front.mp4,gloss_tokens/-0ZqnVFv7eI_0.npy,text_tokens/-0ZqnVFv7eI_0.npy,0
-0ZqnVFv7eI_1,-0ZqnVFv7eI_1-5-rgb_front.mp4,gloss_tokens/-0ZqnVFv7eI_1.npy,text_tokens/-0ZqnVFv7eI_1.npy,0
-0ZqnVFv7eI_2,-0ZqnVFv7eI_2-5-rgb_front.mp4,gloss_tokens/-0ZqnVFv7eI_2.npy,text_tokens/-0ZqnVFv7eI_2.npy,0
-0ZqnVFv7eI_3,-0ZqnVFv7eI_3-5-rgb_front.mp4,gloss_tokens/-0ZqnVFv7eI_3.npy,text_tokens/-0ZqnVFv7eI_3.npy,0
-0ZqnVFv7eI_4,-0ZqnVFv7eI_4-5-rgb_front.mp4,gloss_tokens/-0ZqnVFv7eI_4.npy,text_tokens/-0ZqnVFv7eI_4.npy,0
-0ZqnVFv7eI_5,-0ZqnVFv7eI_5-5-rgb_front.mp4,gloss_tokens/-0ZqnVFv7eI_5.npy,text_tokens/-0ZqnVFv7eI_5.npy,0
-0ZqnVFv7eI_6,-0ZqnVFv7eI_6-5-rgb_front.mp4,gloss_tokens/-0ZqnVFv7eI_6.npy,text_tokens/-0ZqnVFv7eI_6.npy,0
-0daC3SWCPQ_0,-0daC3SWCPQ_0-5-rgb_front.mp4,gloss_tokens/-0daC3SWCPQ_0.npy,text_tokens/-0daC3SWCPQ_0.npy,0
-0daC3SWCPQ_1,-0daC3SWCPQ_1-5-rgb_front.mp4,gloss_tokens/-0daC3SWCPQ_1.npy,text_tokens/-0daC3SWCPQ_1.npy,0
-0daC3SWCPQ_10,-0daC3SWCPQ_10-5-rgb_front.mp4,gloss_tokens/-0daC3SWCPQ_10.npy,text_tokens/-0daC3SWCPQ_10.npy,0
-0daC3SWCPQ_11,-0daC3SWCPQ_11-5-rgb_front.mp4,gloss_tokens/-0daC3SWCPQ_11.npy,text_tokens/-0daC3SWCPQ_11.npy,0
-0daC3SWCPQ_12,-0daC3SWCPQ_12-5-rgb_front.mp4,gloss_tokens/-0daC3SWCPQ_12.npy,text_tokens/-0daC3SWCPQ_12.npy,0
-0daC3SWCPQ_13,-0daC3SWCPQ_13-5-rgb_front.mp4,gloss_tokens/-0daC3SWCPQ_13.npy,text_tokens/-0daC3SWCPQ_13.npy,0
-0daC3SWCPQ_2,-0daC3SWCPQ_2-5-rgb_front.mp4,gloss_tokens/-0daC3SWCPQ_2.npy,text_tokens/-0daC3SWCPQ_2.npy,0
-0daC3SWCPQ_3,-0daC3SWCPQ_3-5-rgb_front.mp4,gloss_tokens/-0daC3SWCPQ_3.npy,text_tokens/-0daC3SWCPQ_3.npy,0
-0daC3SWCPQ_4,-0daC3SWCPQ_4-5-rgb_front.mp4,gloss_tokens/-0daC3SWCPQ_4.npy,text_tokens/-0daC3SWCPQ_4.npy,0
-0daC3SWCPQ_5,-0daC3SWCPQ_5-5-rgb_front.mp4,gloss_tokens/-0daC3SWCPQ_5.npy,text_tokens/-0daC3SWCPQ_5.npy,0
-0daC3SWCPQ_6,-0daC3SWCPQ_6-5-rgb_front.mp4,gloss_tokens/-0daC3SWCPQ_6.npy,text_tokens/-0daC3SWCPQ_6.npy,0
-0daC3SWCPQ_7,-0daC3SWCPQ_7-5-rgb_front.mp4,gloss_tokens/-0daC3SWCPQ_7.npy,text_tokens/-0daC3SWCPQ_7.npy,0
-0daC3SWCPQ_8,-0daC3SWCPQ_8-5-rgb_front.mp4,gloss_tokens/-0daC3SWCPQ_8.npy,text_tokens/-0daC3SWCPQ_8.npy,0
-0daC3SWCPQ_9,-0daC3SWCPQ_9-5-rgb_front.mp4,gloss_tokens/-0daC3SWCPQ_9.npy,text_tokens/-0daC3SWCPQ_9.npy,0
-0oP2H0vAGY_1,-0oP2H0vAGY_1-5-rgb_front.mp4,gloss_tokens/-0oP2H0vAGY_1.npy,text_tokens/-0oP2H0vAGY_1.npy,0
-0oP2H0vAGY_10,-0oP2H0vAGY_10-5-rgb_front.mp4,gloss_tokens/-0oP2H0vAGY_10.npy,text_tokens/-0oP2H0vAGY_10.npy,0
